Genes	Taxa
9207281	COG2801
17237680	COG2801
4768485	COG2801
4569817	COG2801
10932885	COG2801
7117031	COG2801
7215854	COG2801
3624553	COG2801
4569311	COG2801
7985607	COG2801
4768257	COG2801
6698805	COG2801
12672779	COG2801
6998868	COG2801
783280	COG2801
4943567	COG2801
2003014	COG2801
4768685	COG2801
5929167	COG2801
17514600	COG2801
9607554	COG2801
16710405	COG2801
4569679	COG2801
6998651	COG2801
15884176	COG2801
9349860	COG2801
4193311	COG2801
15884533	COG2801
3624096	COG2801
3177906	COG2801
17237182	COG2801
10932719	COG2801
9726916	COG2801
2452045	COG2801
4768708	COG2801
10337457	COG2801
12468349	COG2801
16858870	COG2801
9600584	COG2801
9666679	COG2801
12833280	COG2801
4768614	COG2801
9666487	COG2801
4193202	COG2801
12710911	COG2801
7334021	COG2801
3246993	COG2801
12710855	COG2801
53394	COG2801
6915463	COG2801
1493020	COG2801
12805830	COG2801
2183016	COG2801
1977746	COG2801
4270875	COG2801
18271310	COG2801
16858268	COG2801
7314233	COG2801
12779387	COG2801
12874363	COG2801
6698907	COG2801
783549	COG2801
6809026	COG2801
18757169	COG2801
7362181	COG2801
9607550	COG2801
10146205	COG2801
18704139	COG2801
10158396	COG2801
6915539	COG2801
17237437	COG2801
764041	COG2801
18576276	COG2801
16858858	COG2801
15884383	COG2801
7314411	COG2801
9607323	COG2801
6998548	COG2801
9726874	COG2801
764618	COG2801
12710997	COG2801
9666244	COG2801
15678777	COG2801
15884398	COG2801
4768149	COG2801
8933852	COG2801
12779436	COG2801
13028042	COG2801
6573033	COG2801
6610920	COG2801
17271657	COG2801
3624182	COG2801
6383044	COG2801
7117826	COG2801
3050176	COG2801
15168690	COG2801
15884542	COG2801
12779684	COG2801
4768270	COG2801
2003396	COG2801
15912870	COG2801
6915397	COG2801
13223095	COG2801
14247617	COG2801
17940955	COG2801
15074474	COG2801
13223144	COG2801
14306933	COG2801
14247629	COG2801
7117224	COG2801
8221716	COG2801
6809058	COG2801
6915270	COG2801
6809254	COG2801
2539011	COG2801
6915455	COG2801
5810615	COG2801
9600476	COG2801
10932779	COG2801
14519675	COG2801
18892139	COG2801
12779696	COG2801
12444973	COG2801
14536312	COG2801
7334038	COG2801
12710936	COG2801
7985762	COG2801
2539064	COG2801
12779408	COG2801
13028230	COG2801
2999357	COG2801
6574265	COG2801
8549471	COG2801
16119943	COG2801
11272240	COG2801
16419755	COG2801
18371199	COG2801
3624730	COG2801
1812992	COG2801
10482226	COG2801
1524508	COG2801
4929069	COG2801
2379880	COG2801
1118807	COG2801
14334571	COG2801
2643606	COG2801
5420017	COG2801
12139106	COG2801
1919393	COG2801
3610844	COG2801
3396360	COG2801
4599421	COG2801
11738122	COG2801
1936869	COG2801
11151510	COG2801
12907046	COG2801
11698750	COG2801
19246106	COG2801
10482918	COG2801
14334674	COG2801
10227505	COG2801
11435875	COG2801
2747875	COG2801
12445378	COG2801
18371548	COG2801
6942560	COG2801
16419232	COG2801
14881651	COG2801
3610898	COG2801
3610184	COG2801
10146991	COG2801
13721622	COG2801
501380	COG2801
18183373	COG2801
17023761	COG2801
2452967	COG2801
2962165	COG2801
9967198	COG2801
11456671	COG2801
3168097	COG2801
17023176	COG2801
11698591	COG2801
18856468	COG2801
9385181	COG2801
3816054	COG2801
2902457	COG2801
7362316	COG2801
3816061	COG2801
478216	COG2801
14536564	COG2801
5702621	COG2801
15796494	COG2801
17817310	COG2801
11738196	COG2801
12728900	COG2801
12139727	COG2801
9471862	COG2801
12445953	COG2801
1729676	COG2801
18594823	COG2801
5929385	COG2801
13994742	COG2801
1812886	COG2801
12532701	COG2801
12139827	COG2801
10305525	COG2801
5420504	COG2801
12728789	COG2801
17852937	COG2801
11151756	COG2801
18892672	COG2801
14807684	COG2801
11272277	COG2801
8979573	COG2801
12917008	COG2801
9479921	COG2801
9967821	COG2801
3816239	COG2801
10204672	COG2801
15640920	COG2801
7334348	COG2801
6942042	COG2801
15920259	COG2801
16419131	COG2801
12578140	COG2801
5702611	COG2801
5720593	COG2801
12139245	COG2801
16203901	COG2801
6820193	COG2801
7334632	COG2801
9869278	COG2801
12445496	COG2801
257860	COG2801
11151244	COG2801
7334566	COG2801
2813821	COG2801
5176878	COG2801
8613781	COG2801
2915180	COG2801
2539424	COG2801
2539617	COG2801
5702297	COG2801
675173	COG2801
9471369	COG2801
675431	COG2801
12917005	COG2801
7687784	COG2801
675356	COG2801
18594664	COG2801
9967807	COG2801
4323454	COG2801
18594273	COG2801
2972493	COG2801
13948800	COG2801
5702401	COG2801
10931314	COG2801
2002898	COG2801
11758079	COG2801
1058208	COG2801
5079583	COG2801
17937367	COG2801
2002360	COG2801
14767909	COG2801
16588320	COG2801
15971133	COG2801
6560565	COG2801
15689773	COG2801
2658993	COG2801
5946949	COG2801
13685253	COG2801
18164270	COG2801
5075784	COG2801
14168342	COG2801
5075311	COG2801
17346263	COG2801
6595593	COG2801
2000434	COG2801
17887964	COG2801
5966522	COG2801
14379016	COG2801
2966496	COG2801
593343	COG2801
9236598	COG2801
5317208	COG2801
14326569	COG2801
2048775	COG2801
10053987	COG2801
7028598	COG2801
14379039	COG2801
490194	COG2801
9261368	COG2801
15517749	COG2801
6849970	COG2801
12486742	COG2801
16314129	COG2801
8215989	COG2801
7897641	COG2801
8859477	COG2801
2711748	COG2801
2966233	COG2801
2406554	COG2801
10816634	COG2801
10441062	COG2801
32145	COG2801
5966533	COG2801
7028719	COG2801
10402412	COG2801
14111436	COG2801
4622601	COG2801
7980907	COG2801
6806368	COG2801
17134207	COG2801
11497532	COG2801
14249170	COG2801
9778757	COG2801
2000320	COG2801
6401872	COG2801
4278884	COG2801
18921514	COG2801
5823692	COG2801
1734973	COG2801
4575969	COG2801
5593534	COG2801
6219093	COG2801
14978432	COG2801
2354489	COG2801
17746649	COG2801
18366052	COG2801
2354542	COG2801
12486393	COG2801
15254886	COG2801
16325427	COG2801
12301423	COG2801
1331427	COG2801
6151732	COG2801
7159421	COG2801
14978634	COG2801
9236503	COG2801
18699619	COG2801
15206504	COG2801
2000505	COG2801
7028015	COG2801
2612161	COG2801
8907496	COG2801
490503	COG2801
8633082	COG2801
14653596	COG2801
16454756	COG2801
14326636	COG2801
10402578	COG2801
15182458	COG2801
15060915	COG2801
9778224	COG2801
11614595	COG2801
18226860	COG2801
8896327	COG2801
1734916	COG2801
7897474	COG2801
5593401	COG2801
4338594	COG2801
16397733	COG2801
12888858	COG2801
11205673	COG2801
15312171	COG2801
3379613	COG2801
11146162	COG2801
5335620	COG2801
9720479	COG2801
7832746	COG2801
5246863	COG2801
19193171	COG2801
7150843	COG2801
1056262	COG2801
18150016	COG2801
5277434	COG2801
6154536	COG2801
11333646	COG2801
4471373	COG2801
451800	COG2801
17823200	COG2801
4754084	COG2801
19207548	COG2801
10006070	COG2801
4240816	COG2801
1661932	COG2801
18403793	COG2801
426137	COG2801
18076413	COG2801
2097121	COG2801
4471430	COG2801
5277477	COG2801
7285765	COG2801
14036215	COG2801
2097126	COG2801
655009	COG2801
18076380	COG2801
2097101	COG2801
6089204	COG2801
9720438	COG2801
7451255	COG2801
14890847	COG2801
2097182	COG2801
5436200	COG2801
16919766	COG2801
2569713	COG2801
12190301	COG2801
12151084	COG2801
7285755	COG2801
929034	COG2801
7103005	COG2801
3874022	COG2801
9190160	COG2801
3216535	COG2801
2495163	COG2801
8832683	COG2801
15423854	COG2801
14360416	COG2801
14959787	COG2801
13050355	COG2801
3075959	COG2801
1266083	COG2801
14224890	COG2801
16179659	COG2801
8254892	COG2801
4379377	COG2801
16584426	COG2801
8032562	COG2801
5760727	COG2801
4435951	COG2801
6287692	COG2801
5584834	COG2801
12655389	COG2801
16937617	COG2801
11984515	COG2801
8821348	COG2801
12788534	COG2801
1604292	COG2801
9736881	COG2801
8218685	COG2801
19275731	COG2801
1296313	COG2801
12090167	COG2801
5106883	COG2801
9579410	COG2801
15399113	COG2801
19299446	COG2801
1726822	COG2801
1209578	COG2801
11984644	COG2801
12356748	COG2801
11984376	COG2801
13050630	COG2801
11770871	COG2801
8326340	COG2801
12185781	COG2801
16188934	COG2801
18566181	COG2801
7361858	COG2801
5584252	COG2801
8032701	COG2801
11968514	COG2801
4188084	COG2801
8032913	COG2801
1591511	COG2801
1859044	COG2801
11968441	COG2801
13577424	COG2801
15227494	COG2801
15038219	COG2801
15399109	COG2801
1987130	COG2801
901962	COG2801
3085848	COG2801
61856	COG2801
13539182	COG2801
13200631	COG2801
13200199	COG2801
11984101	COG2801
13731497	COG2801
9487788	COG2801
18815077	COG2801
18559314	COG2801
3197883	COG2801
14303662	COG2801
15399340	COG2801
6452650	COG2801
17632511	COG2801
14553914	COG2801
16336702	COG2801
2450477	COG2801
4577360	COG2801
3607956	COG2801
7076972	COG2801
10661009	COG2801
2063418	COG2801
16188777	COG2801
13232099	COG2801
5605374	COG2801
18848826	COG2801
15282739	COG2801
12616371	COG2801
11125003	COG2801
6287934	COG2801
5614270	COG2801
15399280	COG2801
1591003	COG2801
6440266	COG2801
16336620	COG2801
6440590	COG2801
11125954	COG2801
4490138	COG2801
6287432	COG2801
4379983	COG2801
8254793	COG2801
15399327	COG2801
5807314	COG2801
13200758	COG2801
10032155	COG2801
15633108	COG2801
10616555	COG2801
19009683	COG2801
7415901	COG2801
4435667	COG2801
1591124	COG2801
3512565	COG2801
7861914	COG2801
1859970	COG2801
15651133	COG2801
15301408	COG2801
1896649	COG2801
51544	COG2801
14839303	COG2801
15383964	COG2801
4436000	COG2801
9264535	COG2801
9190950	COG2801
9579141	COG2801
8383692	COG2801
2785888	COG2801
15633584	COG2801
16937210	COG2801
9190229	COG2801
12356923	COG2801
17563793	COG2801
6766317	COG2801
10616786	COG2801
18815443	COG2801
16937584	COG2801
11021183	COG2801
1477753	COG2801
19275094	COG2801
8338457	COG2801
13763929	COG2801
12830996	COG2801
17563775	COG2801
14839494	COG2801
4460921	COG2801
7415332	COG2801
4387494	COG2801
7110323	COG2801
13069316	COG2801
10385195	COG2801
15423020	COG2801
15383986	COG2801
9021531	COG2801
12192270	COG2801
4460708	COG2801
5626613	COG2801
12356846	COG2801
4435523	COG2801
12346910	COG2801
16179767	COG2801
11324735	COG2801
15399559	COG2801
12192130	COG2801
16179465	COG2801
5614943	COG2801
12655871	COG2801
13509483	COG2801
11160860	COG2801
11968565	COG2801
1738971	COG2801
16457348	COG2801
5584392	COG2801
17148543	COG2801
7110107	COG2801
15592046	COG2801
3972119	COG2801
12262672	COG2801
2159272	COG2801
10616541	COG2801
7076831	COG2801
18566188	COG2801
12090168	COG2801
7361643	COG2801
18848757	COG2801
1705269	COG2801
13539708	COG2801
16771082	COG2801
17632418	COG2801
3085282	COG2801
3085327	COG2801
18815397	COG2801
19009112	COG2801
9675390	COG2801
15301555	COG2801
10721814	COG2801
12655643	COG2801
9579648	COG2801
1738993	COG2801
12185651	COG2801
7196965	COG2801
13626201	COG2801
7361789	COG2801
4435927	COG2801
9021936	COG2801
13199792	COG2801
5760704	COG2801
12192310	COG2801
8275734	COG2801
13539377	COG2801
2159611	COG2801
1726278	COG2801
4435216	COG2801
4379476	COG2801
16188528	COG2801
17764375	COG2801
5138134	COG2801
5605241	COG2801
7944079	COG2801
18369473	COG2801
5605109	COG2801
3216495	COG2801
12356472	COG2801
6766655	COG2801
2795582	COG2801
8032550	COG2801
13763831	COG2801
14224779	COG2801
2599455	COG2801
1080785	COG2801
11864581	COG2801
15633995	COG2801
10691239	COG2801
8643400	COG2801
14184742	COG2801
2714255	COG2801
5605493	COG2801
5760468	COG2801
6287490	COG2801
16506382	COG2801
11280667	COG2801
17148468	COG2801
10032772	COG2801
7006670	COG2801
8326653	COG2801
1896826	COG2801
19009750	COG2801
12185770	COG2801
9905789	COG2801
7444505	COG2801
15383958	COG2801
12192393	COG2801
8383998	COG2801
6454579	COG2801
3085876	COG2801
16179113	COG2801
1396892	COG2801
12185431	COG2801
18050198	COG2801
4138363	COG2801
18848293	COG2801
15399303	COG2801
16179281	COG2801
11445098	COG2801
3216627	COG2801
2221050	COG2801
7415490	COG2801
2810766	COG2801
8275934	COG2801
12185601	COG2801
2450432	COG2801
3095870	COG2801
10025166	COG2801
15282717	COG2801
16506610	COG2801
6413591	COG2801
9579385	COG2801
7361966	COG2801
12262677	COG2801
4435539	COG2801
4387670	COG2801
10691092	COG2801
1591066	COG2801
18815893	COG2801
18041181	COG2801
6287463	COG2801
10293694	COG2801
18406487	COG2801
5614409	COG2801
5656592	COG2801
11736129	COG2801
12185959	COG2801
10616262	COG2801
11984586	COG2801
18041396	COG2801
18815346	COG2801
19144642	COG2801
18884734	COG2801
16179129	COG2801
1266624	COG2801
19275960	COG2801
11445557	COG2801
2063818	COG2801
18848181	COG2801
12185339	COG2801
15624061	COG2801
13763676	COG2801
4138632	COG2801
6440162	COG2801
13636010	COG2801
6112692	COG2801
51492	COG2801
4435423	COG2801
4435866	COG2801
6413158	COG2801
12068161	COG2801
10385443	COG2801
14553139	COG2801
15624130	COG2801
7737135	COG2801
3085249	COG2801
16045204	COG2801
13539662	COG2801
7699161	COG2801
19299496	COG2801
13778386	COG2801
5138266	COG2801
2221571	COG2801
16336907	COG2801
11445141	COG2801
6287885	COG2801
18041537	COG2801
10953970	COG2801
10025045	COG2801
7361647	COG2801
6042180	COG2801
8326096	COG2801
4435228	COG2801
3260037	COG2801
6164155	COG2801
16930942	COG2801
4776406	COG2801
88973	COG2801
18775058	COG2801
1948722	COG2801
5081644	COG2801
7541423	COG2801
6898535	COG2801
15714880	COG2801
17526699	COG2801
16039321	COG2801
16460207	COG2801
5330069	COG2801
9499735	COG2801
10049963	COG2801
7930954	COG2801
10630072	COG2801
1381261	COG2801
16930882	COG2801
4702419	COG2801
4663329	COG2801
16075532	COG2801
8235929	COG2801
10630305	COG2801
7573554	COG2801
14607129	COG2801
10613417	COG2801
2427241	COG2801
16075559	COG2801
15235716	COG2801
18026002	COG2801
15702292	COG2801
16307083	COG2801
260931	COG2801
7541121	COG2801
5551086	COG2801
8672836	COG2801
5149503	COG2801
16951170	COG2801
6963323	COG2801
1899623	COG2801
8836031	COG2801
1899164	COG2801
13889887	COG2801
4776328	COG2801
19305167	COG2801
4702017	COG2801
3868388	COG2801
7154075	COG2801
19008071	COG2801
4776490	COG2801
3684898	COG2801
18098018	COG2801
2520818	COG2801
18026941	COG2801
15811602	COG2801
5551315	COG2801
17526288	COG2801
17024458	COG2801
8508153	COG2801
12658153	COG2801
610258	COG2801
9617412	COG2801
9617398	COG2801
15457568	COG2801
10981435	COG2801
9580137	COG2801
16951150	COG2801
7772003	COG2801
10981905	COG2801
15149713	COG2801
3472327	COG2801
852764	COG2801
17493844	COG2801
4663279	COG2801
1852764	COG2801
5330398	COG2801
18733714	COG2801
7154558	COG2801
16843027	COG2801
18775066	COG2801
6898138	COG2801
18626876	COG2801
6350731	COG2801
16075425	COG2801
3933612	COG2801
3578726	COG2801
7656398	COG2801
1899481	COG2801
9534954	COG2801
8816904	COG2801
6350613	COG2801
10601961	COG2801
14842762	COG2801
5691615	COG2801
8684951	COG2801
14607667	COG2801
11493046	COG2801
10358859	COG2801
9790773	COG2801
1575305	COG2801
9617292	COG2801
17059631	COG2801
12766010	COG2801
16930915	COG2801
17651715	COG2801
7435845	COG2801
3599667	COG2801
14842193	COG2801
16075113	COG2801
11807670	COG2801
1525968	COG2801
3472557	COG2801
15347810	COG2801
4776814	COG2801
16951023	COG2801
10630046	COG2801
9466979	COG2801
9640210	COG2801
18776228	COG2801
4070335	COG2801
4517626	COG2801
10703030	COG2801
17651552	COG2801
4221399	COG2801
13828337	COG2801
12131742	COG2801
17526872	COG2801
610738	COG2801
6963223	COG2801
17024956	COG2801
1782272	COG2801
11687699	COG2801
18053663	COG2801
10287965	COG2801
13299228	COG2801
17651933	COG2801
852352	COG2801
794239	COG2801
10287844	COG2801
18626658	COG2801
5351911	COG2801
7509589	COG2801
14607350	COG2801
9790670	COG2801
10981906	COG2801
17493074	COG2801
1852729	COG2801
12448946	COG2801
683164	COG2801
9580372	COG2801
14238501	COG2801
17024820	COG2801
10630171	COG2801
19305142	COG2801
1370225	COG2801
3439223	COG2801
16830712	COG2801
3472602	COG2801
9523854	COG2801
14607391	COG2801
14068865	COG2801
13113492	COG2801
9403778	COG2801
14943387	COG2801
15702453	COG2801
12256910	COG2801
682494	COG2801
1184144	COG2801
2520762	COG2801
7930306	COG2801
6963084	COG2801
10613060	COG2801
1899084	COG2801
6197091	COG2801
10590501	COG2801
3472284	COG2801
17024553	COG2801
3933886	COG2801
14607110	COG2801
3933491	COG2801
7573190	COG2801
7790444	COG2801
5330481	COG2801
1899227	COG2801
16930961	COG2801
14068752	COG2801
7930968	COG2801
10601232	COG2801
13828781	COG2801
4663230	COG2801
3684591	COG2801
5691058	COG2801
1948356	COG2801
5330944	COG2801
10613290	COG2801
16843309	COG2801
9035091	COG2801
17059141	COG2801
11448656	COG2801
18665606	COG2801
18053801	COG2801
15235557	COG2801
88855	COG2801
14954025	COG2801
9403862	COG2801
14238914	COG2801
4517324	COG2801
6207187	COG2801
15702647	COG2801
18733824	COG2801
11199663	COG2801
11493041	COG2801
9580328	COG2801
4858736	COG2801
18626267	COG2801
16075911	COG2801
14607163	COG2801
11493155	COG2801
18665926	COG2801
15811379	COG2801
1948734	COG2801
8836293	COG2801
15235477	COG2801
794170	COG2801
14607218	COG2801
18733243	COG2801
17526504	COG2801
14068825	COG2801
17024574	COG2801
13113781	COG2801
18098927	COG2801
13949814	COG2801
12241805	COG2801
5721549	COG2801
11687380	COG2801
12448231	COG2801
7656433	COG2801
7573146	COG2801
4176899	COG2801
17024620	COG2801
5642941	COG2801
3052649	COG2801
4702353	COG2801
16843577	COG2801
16951677	COG2801
9580209	COG2801
15457222	COG2801
7154171	COG2801
5291169	COG2801
7573270	COG2801
11448869	COG2801
11935909	COG2801
14943244	COG2801
18733269	COG2801
18098207	COG2801
9523890	COG2801
18126511	COG2801
1635952	COG2801
4949859	COG2801
682473	COG2801
12186066	COG2801
9403960	COG2801
15702198	COG2801
8836603	COG2801
13828918	COG2801
610126	COG2801
16075035	COG2801
4167186	COG2801
12131722	COG2801
4663203	COG2801
4858482	COG2801
15347350	COG2801
3868446	COG2801
11264973	COG2801
8902450	COG2801
8836486	COG2801
1184660	COG2801
11119572	COG2801
16830251	COG2801
13828805	COG2801
3684723	COG2801
14915735	COG2801
7175131	COG2801
3933310	COG2801
15702491	COG2801
5149809	COG2801
794370	COG2801
17526884	COG2801
9640360	COG2801
862600	COG2801
16843031	COG2801
11687558	COG2801
3868156	COG2801
4949888	COG2801
14943583	COG2801
10630568	COG2801
6963007	COG2801
18733407	COG2801
1899759	COG2801
7656648	COG2801
5250532	COG2801
5081206	COG2801
4702164	COG2801
7541494	COG2801
18165958	COG2801
13821939	COG2801
11935271	COG2801
17651658	COG2801
5351393	COG2801
3052572	COG2801
14954367	COG2801
12241492	COG2801
1852763	COG2801
2520744	COG2801
10981625	COG2801
11687828	COG2801
8836014	COG2801
10800988	COG2801
9580338	COG2801
16460300	COG2801
5691258	COG2801
14607616	COG2801
12241779	COG2801
1782335	COG2801
9403823	COG2801
9403993	COG2801
18626681	COG2801
15457044	COG2801
5551675	COG2801
1184780	COG2801
4776419	COG2801
18098379	COG2801
15702214	COG2801
10287834	COG2801
11935985	COG2801
13299511	COG2801
15714862	COG2801
18098860	COG2801
18098374	COG2801
7541224	COG2801
3472633	COG2801
16148297	COG2801
11687751	COG2801
14842716	COG2801
18626813	COG2801
17493133	COG2801
11702007	COG2801
16843129	COG2801
629461	COG2801
610641	COG2801
7656300	COG2801
7656696	COG2801
7790264	COG2801
14943354	COG2801
16098974	COG2801
5081433	COG2801
16148995	COG2801
3439815	COG2801
5642811	COG2801
3439506	COG2801
16460267	COG2801
9403784	COG2801
1852819	COG2801
11935554	COG2801
17526766	COG2801
610440	COG2801
11702288	COG2801
10590791	COG2801
7656860	COG2801
629281	COG2801
7154631	COG2801
15714961	COG2801
3933638	COG2801
4776007	COG2801
11935361	COG2801
4702568	COG2801
15960590	COG2801
5011753	COG2801
16283748	COG2801
11920228	COG2801
6595135	COG2801
11920241	COG2801
2568926	COG2801
13172736	COG2801
3930705	COG2801
2374227	COG2801
18516843	COG2801
11030601	COG2801
10082031	COG2801
5354428	COG2801
9866447	COG2801
143481	COG2801
12385451	COG2801
18950807	COG2801
17157299	COG2801
6292295	COG2801
6797232	COG2801
1037936	COG2801
3960671	COG2801
11547268	COG2801
6838698	COG2801
7208612	COG2801
262623	COG2801
1185959	COG2801
5128175	COG2801
12265852	COG2801
7208822	COG2801
9601969	COG2801
1185208	COG2801
2618682	COG2801
2934825	COG2801
8154404	COG2801
15121828	COG2801
5128395	COG2801
8804753	COG2801
11315296	COG2801
6518623	COG2801
19157797	COG2801
7146220	COG2801
14769599	COG2801
1185402	COG2801
4362176	COG2801
3889606	COG2801
4351735	COG2801
11923215	COG2801
4351348	COG2801
9221330	COG2801
15475993	COG2801
2581362	COG2801
7477013	COG2801
3053657	COG2801
15743921	COG2801
9624506	COG2801
7316492	COG2801
1253824	COG2801
5072886	COG2801
1253372	COG2801
16298718	COG2801
3002432	COG2801
3915563	COG2801
16845465	COG2801
11330707	COG2801
1616096	COG2801
10831964	COG2801
8754873	COG2801
17066086	COG2801
16006138	COG2801
5187323	COG2801
11480401	COG2801
8106451	COG2801
16417912	COG2801
19030428	COG2801
6701880	COG2801
14230679	COG2801
10751088	COG2801
14701717	COG2801
18798240	COG2801
17066072	COG2801
15901125	COG2801
7316203	COG2801
1616044	COG2801
15388971	COG2801
7940434	COG2801
3364643	COG2801
14151513	COG2801
5072908	COG2801
14376199	COG2801
14230181	COG2801
4072989	COG2801
15571754	COG2801
15571911	COG2801
2382457	COG2801
11919502	COG2801
14013956	COG2801
14791457	COG2801
16684906	COG2801
19174710	COG2801
3364831	COG2801
14376964	COG2801
3716235	COG2801
5877196	COG2801
17411005	COG2801
9970956	COG2801
8047208	COG2801
4950323	COG2801
14006861	COG2801
15571710	COG2801
16845099	COG2801
17995477	COG2801
14771325	COG2801
15571605	COG2801
3915671	COG2801
14771416	COG2801
13549402	COG2801
1890006	COG2801
16766708	COG2801
19174151	COG2801
17844402	COG2801
10546575	COG2801
16417417	COG2801
302099	COG2801
10392814	COG2801
11649518	COG2801
10593950	COG2801
16417442	COG2801
3455892	COG2801
6272054	COG2801
5216875	COG2801
5263244	COG2801
5072055	COG2801
10751179	COG2801
3364905	COG2801
4642036	COG2801
13142333	COG2801
4108524	COG2801
14033203	COG2801
11289899	COG2801
14771199	COG2801
19190675	COG2801
17603839	COG2801
14151928	COG2801
18500452	COG2801
2382138	COG2801
10831366	COG2801
17066342	COG2801
1253048	COG2801
14092426	COG2801
1253782	COG2801
5072308	COG2801
18552010	COG2801
11480221	COG2801
18918706	COG2801
14151984	COG2801
16417119	COG2801
6582405	COG2801
778352	COG2801
17844606	COG2801
5072104	COG2801
4108813	COG2801
14791329	COG2801
16298654	COG2801
14538622	COG2801
4642400	COG2801
6491766	COG2801
8106464	COG2801
8314339	COG2801
3455497	COG2801
15976405	COG2801
19030396	COG2801
15901738	COG2801
6900818	COG2801
6423640	COG2801
14701517	COG2801
11649069	COG2801
17066020	COG2801
3455876	COG2801
10525385	COG2801
10936262	COG2801
13142545	COG2801
6398818	COG2801
3716944	COG2801
19190711	COG2801
16417665	COG2801
8314623	COG2801
5263729	COG2801
11604326	COG2801
18918826	COG2801
3915341	COG2801
2863067	COG2801
17466515	COG2801
13755289	COG2801
5866230	COG2801
16548275	COG2801
15840031	COG2801
3625962	COG2801
10058577	COG2801
12382592	COG2801
17198956	COG2801
11184518	COG2801
8956853	COG2801
15778942	COG2801
5343452	COG2801
296388	COG2801
1731509	COG2801
10058589	COG2801
7511245	COG2801
16931427	COG2801
11528611	COG2801
13239946	COG2801
9948086	COG2801
2791883	COG2801
5343426	COG2801
2917415	COG2801
3263478	COG2801
9258162	COG2801
3822826	COG2801
1731462	COG2801
3591475	COG2801
10027740	COG2801
8496954	COG2801
2578702	COG2801
10377009	COG2801
13443658	COG2801
5781539	COG2801
3867805	COG2801
17022293	COG2801
10419728	COG2801
14996423	COG2801
3438135	COG2801
2914874	COG2801
5329030	COG2801
12439176	COG2801
11992982	COG2801
4558516	COG2801
135702	COG2801
5781570	COG2801
4300715	COG2801
12091801	COG2801
8347617	COG2801
16490528	COG2801
5781427	COG2801
18974055	COG2801
2232072	COG2801
3048022	COG2801
17022259	COG2801
5947727	COG2801
730443	COG2801
15385150	COG2801
8978153	COG2801
10279769	COG2801
15809894	COG2801
16563625	COG2801
13443559	COG2801
13082513	COG2801
8561045	COG2801
4300789	COG2801
7572830	COG2801
1573761	COG2801
10265367	COG2801
1692933	COG2801
17743113	COG2801
1108630	COG2801
10509328	COG2801
14857605	COG2801
3867791	COG2801
1108640	COG2801
4300994	COG2801
5035443	COG2801
15496244	COG2801
18974277	COG2801
4015394	COG2801
1573423	COG2801
3867710	COG2801
14816047	COG2801
7884534	COG2801
18890016	COG2801
6175119	COG2801
10509290	COG2801
17634460	COG2801
11566547	COG2801
566746	COG2801
3014235	COG2801
18974227	COG2801
3300632	COG2801
19007032	COG2801
12439063	COG2801
17692719	COG2801
5329438	COG2801
10265956	COG2801
10471896	COG2801
9143838	COG2801
1398943	COG2801
14996595	COG2801
5035235	COG2801
4381506	COG2801
5035021	COG2801
9766215	COG2801
10419662	COG2801
3438390	COG2801
4715248	COG2801
10419995	COG2801
5148285	COG2801
3048486	COG2801
4381703	COG2801
15972676	COG2801
999560	COG2801
669141	COG2801
11600701	COG2801
3773727	COG2801
5616906	COG2801
6534211	COG2801
18854436	COG2801
7162957	COG2801
9470051	COG2801
7771343	COG2801
5668189	COG2801
18599664	COG2801
6175020	COG2801
10436928	COG2801
1573590	COG2801
14049400	COG2801
10027569	COG2801
18097403	COG2801
6685457	COG2801
2665766	COG2801
16173630	COG2801
6941424	COG2801
5762478	COG2801
3128217	COG2801
11282234	COG2801
10443887	COG2801
3199728	COG2801
14996354	COG2801
2426860	COG2801
16563648	COG2801
14816718	COG2801
3128125	COG2801
5035387	COG2801
13428930	COG2801
13494793	COG2801
5249296	COG2801
252896	COG2801
18444967	COG2801
19134795	COG2801
4148655	COG2801
12091431	COG2801
4759521	COG2801
16047329	COG2801
5781749	COG2801
14452441	COG2801
7929318	COG2801
10226861	COG2801
10027049	COG2801
10784508	COG2801
2517866	COG2801
15385645	COG2801
11600936	COG2801
14857464	COG2801
4293312	COG2801
3048702	COG2801
10436425	COG2801
15972175	COG2801
10436774	COG2801
8548434	COG2801
15809724	COG2801
4015427	COG2801
4806220	COG2801
8548578	COG2801
1789275	COG2801
7308511	COG2801
7622465	COG2801
6567433	COG2801
10436577	COG2801
10377222	COG2801
2804035	COG2801
4310598	COG2801
7672242	COG2801
5616938	COG2801
1110016	COG2801
14996525	COG2801
16680917	COG2801
5690893	COG2801
5690235	COG2801
5762688	COG2801
2426463	COG2801
18890715	COG2801
2517428	COG2801
16306939	COG2801
1789019	COG2801
5148997	COG2801
13317984	COG2801
2074024	COG2801
18599663	COG2801
1692474	COG2801
11418973	COG2801
135085	COG2801
999677	COG2801
9256005	COG2801
2578164	COG2801
11693536	COG2801
2604605	COG2801
5781380	COG2801
9766743	COG2801
16563675	COG2801
1230973	COG2801
11885669	COG2801
3910284	COG2801
8782995	COG2801
209839	COG2801
7572703	COG2801
2653742	COG2801
13402510	COG2801
4381265	COG2801
8844287	COG2801
525409	COG2801
4715245	COG2801
2804040	COG2801
1652463	COG2801
252329	COG2801
8496908	COG2801
2426188	COG2801
2758210	COG2801
9766261	COG2801
13042222	COG2801
4558750	COG2801
17022393	COG2801
4042155	COG2801
10377094	COG2801
